rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,resampled_sampling_rate,resampled_filename,resampled_channels
3.5,no,amtspa,2 (stereo),03-09-2013,Not specified,128,XC205798.mp3,Not specified,American Tree Sparrow,Not specified,XC205798 American Tree Sparrow (Spizelloides arborea),"['Thryothorus ludovicianus_Carolina Wren', 'Agelaius phoeniceus_Red-winged Blackbird', 'Spizella pusilla_Field Sparrow']",yes,Spizelloides arborea," Lower Moreland (near  Bryn Athyn), Montgomery County, Pennsylvania",40.125,44100 (Hz),song,50 m,,128000 (bps),mp3,Not specified,Carolina Wren (Thryothorus ludovicianus); Red-winged Blackbird (Agelaius phoeniceus); Field Sparrow (Spizella pusilla),205798,https://www.xeno-canto.org/205798,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0701,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC205798.wav,1 (mono)
3.5,no,amtspa,1 (mono),06-07-2014,Not specified,77,XC209759.mp3,Not specified,American Tree Sparrow,Not specified,XC209759 American Tree Sparrow (Spizelloides arborea),"[""Gallinago delicata_Wilson's Snipe""]",no,Spizelloides arborea," Hauke Creek, Denali National Park, Alaska",63.2595,44100 (Hz),song,710 m,"Habitat:  open tall willow scrub and stunted spruce woodland within a cluster of small pothole lakes. Soft moss and lichen floor.  About 6 km from the Foraker River.

Bandpass filter from 100 - 8000 Hz, amplified +5 dBu.",128000 (bps),mp3,Not specified,Wilson's Snipe (Gallinago delicata),209759,https://www.xeno-canto.org/209759,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-151.6484,Not specified,08:49,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC209759.wav,1 (mono)
3.5,no,amtspa,2 (stereo),01-11-2015,Not specified,103,XC209897.mp3,Not specified,American Tree Sparrow,Not specified,XC209897 American Tree Sparrow (Spizelloides arborea),['Spizella pusilla_Field Sparrow'],yes,Spizelloides arborea," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),call,40 m,flock calls,128000 (bps),mp3,Not specified,Field Sparrow (Spizella pusilla),209897,https://www.xeno-canto.org/209897,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC209897.wav,1 (mono)
4,no,amtspa,2 (stereo),01-11-2015,Not specified,20,XC209898.mp3,Not specified,American Tree Sparrow,Not specified,XC209898 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),call,40 m,flock calls,128000 (bps),mp3,Not specified,,209898,https://www.xeno-canto.org/209898,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,08:40,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC209898.wav,1 (mono)
4,no,amtspa,1 (mono),10/25/2014,Not specified,50,XC210761.mp3,Not specified,American Tree Sparrow,Not specified,XC210761 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," trail off of Little Ollie Road, near Gunflint Trail (near  Grand Marais), Cook County, Minnesota",48.0317,48000 (Hz),"alarm call, flight call",550 m,"on trail through dense spruce bog, flight at end

single bird reacting to my presence",128000 (bps),mp3,Not specified,,210761,https://www.xeno-canto.org/210761,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-90.4546,Not specified,12:09,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210761.wav,1 (mono)
4,no,amtspa,1 (mono),11-04-2014,Not specified,10,XC210762.mp3,Not specified,American Tree Sparrow,Not specified,XC210762 American Tree Sparrow (Spizelloides arborea),[],no,Spizelloides arborea," Isabella Lake area, Superior National Forest, Lake County, Minnesota",47.7973,48000 (Hz),alarm call,500 m,,128000 (bps),mp3,Not specified,,210762,https://www.xeno-canto.org/210762,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-91.3107,Not specified,09:32,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210762.wav,1 (mono)
5,no,amtspa,1 (mono),10/13/2014,Not specified,4,XC210764.mp3,Not specified,American Tree Sparrow,Not specified,XC210764 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Park Point area, Duluth, Minnesota",46.7161,48000 (Hz),flight call,190 m,I heard this call when one flew by,128000 (bps),mp3,Not specified,,210764,https://www.xeno-canto.org/210764,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-92.0346,Not specified,07:55,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210764.wav,1 (mono)
3.5,no,amtspa,1 (mono),11-03-2014,Not specified,83,XC210765.mp3,Not specified,American Tree Sparrow,Not specified,XC210765 American Tree Sparrow (Spizelloides arborea),"['Plectrophenax nivalis_Snow Bunting', 'Dryobates villosus_Hairy Woodpecker']",yes,Spizelloides arborea," Isabella Lake area, Superior National Forest, Lake County, Minnesota",47.7973,48000 (Hz),call,500 m,"a pair were moving between the ground and some bushes, near the edge of a small gravel parking area by the river where the spent a lot of time foraging",128000 (bps),mp3,Not specified,Grey Jay (Perisoreus canadensis); Snow Bunting (Plectrophenax nivalis); Hairy Woodpecker (Leuconotopicus villosus),210765,https://www.xeno-canto.org/210765,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-91.3107,Not specified,07:01,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210765.wav,1 (mono)
4,no,amtspa,1 (mono),11-03-2014,Not specified,43,XC210766.mp3,Not specified,American Tree Sparrow,Not specified,XC210766 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Isabella Lake area, Superior National Forest, Lake County, Minnesota",47.7973,48000 (Hz),call,500 m,"a pair were moving between the ground and some bushes, near the edge of a small gravel parking area by the river where the spent a lot of time foraging",128000 (bps),mp3,Not specified,,210766,https://www.xeno-canto.org/210766,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-91.3107,Not specified,07:06,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210766.wav,1 (mono)
4,no,amtspa,1 (mono),11-02-2014,Not specified,23,XC210768.mp3,Not specified,American Tree Sparrow,Not specified,XC210768 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Isabella Lake area, Superior National Forest, Lake County, Minnesota",47.7973,48000 (Hz),call,500 m,"a pair were first perched 15 meters apart calling and then they were hidden in some bushes together where they called some more

near the edge of a small gravel parking area by the river where the spent a lot of time foraging",128000 (bps),mp3,Not specified,,210768,https://www.xeno-canto.org/210768,United States,Paul Marvin,Spizelloides arborea_American Tree Sparrow,-91.3107,Not specified,15:07,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC210768.wav,1 (mono)
3.5,no,amtspa,2 (stereo),4/18/2015,Not specified,12,XC236564.mp3,Not specified,American Tree Sparrow,Not specified,XC236564 American Tree Sparrow (Spizelloides arborea),"['Spinus tristis_American Goldfinch', 'Cardinalis cardinalis_Northern Cardinal', 'Melospiza melodia_Song Sparrow', 'Agelaius phoeniceus_Red-winged Blackbird']",no,Spizelloides arborea," Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),song,220 m,Added to collection because best recording I have of American Tree Sparrow singing. Think I saw but not positive. In thicket in between houses and trail in an urban greenway. Too bad song was cut short by joggers who can be heard on unaltered recording.,128000 (bps),mp3,Not specified,American Goldfinch (Spinus tristis); Northern Cardinal (Cardinalis cardinalis); Song Sparrow (Melospiza melodia); Red-winged Blackbird (Agelaius phoeniceus),236564,https://www.xeno-canto.org/236564,Canada,Iain,Spizelloides arborea_American Tree Sparrow,-78.3264,Not specified,08:00,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC236564.wav,1 (mono)
4,no,amtspa,1 (mono),6/16/2012,Not specified,3,XC243969.mp3,Not specified,American Tree Sparrow,Not specified,XC243969 American Tree Sparrow (Spizelloides arborea),[],no,Spizelloides arborea," Polychrome Mountain - Station 2, AK",63.5282,44100 (Hz),song,1100 m,"A very short clip with a single song.  

Recording was made in an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub. Ground cover was mainly sedges and grasses. Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (itself about 500-700 meters distant.)",128000 (bps),mp3,Not specified,,243969,https://www.xeno-canto.org/243969,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.8789,Not specified,02:46,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC243969.wav,1 (mono)
4,no,amtspa,2 (stereo),01-02-2016,Not specified,51,XC297854.mp3,Not specified,American Tree Sparrow,Not specified,XC297854 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),flock calls,40 m,,128000 (bps),mp3,Not specified,,297854,https://www.xeno-canto.org/297854,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC297854.wav,1 (mono)
3,no,amtspa,2 (stereo),1/31/2016,Not specified,337,XC301854.mp3,Not specified,American Tree Sparrow,Not specified,XC301854 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),"about 30 birds, flock calls",40 m,,103784 (bps),mp3,Not specified,,301854,https://www.xeno-canto.org/301854,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,15:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC301854.wav,1 (mono)
5,no,amtspa,2 (stereo),2/14/2016,both,1,XC303471.mp3,level,American Tree Sparrow,03-Jan,XC303471 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Boulder, Colorado",40.016,44100 (Hz),flight call,1600 m,American Tree Sparrow flight call. Bird flushing from a Russian Olive at Walden Ponds.,252549 (bps),mp3,level,,303471,https://www.xeno-canto.org/303471,United States,Ted Floyd,Spizelloides arborea_American Tree Sparrow,-105.2765,0-3(s),15:10,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC303471.wav,1 (mono)
1.5,no,amtspa,2 (stereo),03-10-2016,Not specified,51,XC306498.mp3,Not specified,American Tree Sparrow,Not specified,XC306498 American Tree Sparrow (Spizelloides arborea),"['Cardinalis cardinalis_Northern Cardinal', 'Quiscalus quiscula_Common Grackle', 'Agelaius phoeniceus_Red-winged Blackbird', 'Turdus migratorius_American Robin', 'Junco hyemalis_Dark-eyed Junco', 'Corvus brachyrhynchos_American Crow']",no,Spizelloides arborea," Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),"call, song",220 m,"Singing from brush and phragmites trailside. A number of birds singing, calling and giving flock calls.",128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Common Grackle (Quiscalus quiscula); Red-winged Blackbird (Agelaius phoeniceus); American Robin (Turdus migratorius); Dark-eyed Junco (Junco hyemalis); American Crow (Corvus brachyrhynchos),306498,https://www.xeno-canto.org/306498,Canada,Iain,Spizelloides arborea_American Tree Sparrow,-78.3264,Not specified,07:30,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC306498.wav,1 (mono)
3,no,amtspa,2 (stereo),04-02-2016,decreasing,4,XC310047.mp3,Not specified,American Tree Sparrow,Not specified,XC310047 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Daniel's Head, Cape Sable Island, Shelburne County",43.4409,44100 (Hz),song,0 m,,256000 (bps),mp3,Not specified,,310047,https://www.xeno-canto.org/310047,Canada,Alix dEntremont,Spizelloides arborea_American Tree Sparrow,-65.5989,0-3(s),09:45,Alix dEntremont,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC310047.wav,1 (mono)
4,no,amtspa,1 (mono),04-07-2016,Not specified,0,XC310909.mp3,Not specified,American Tree Sparrow,Not specified,XC310909 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Prairie Green, Kane County, Illinois",41.8905,44100 (Hz),flight call,220 m,,331417 (bps),mp3,Not specified,,310909,https://www.xeno-canto.org/310909,United States,Matt Wistrand,Spizelloides arborea_American Tree Sparrow,-88.3689,Not specified,07:30,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC310909.wav,1 (mono)
4.5,no,amtspa,1 (mono),11-11-2016,Not specified,39,XC342346.mp3,Not specified,American Tree Sparrow,Not specified,XC342346 American Tree Sparrow (Spizelloides arborea),"['Poecile atricapillus_Black-capped Chickadee', 'Spinus tristis_American Goldfinch']",yes,Spizelloides arborea," Elsen's Hill, DuPage County, Illinois",41.8605,44100 (Hz),flight call,240 m,Given while perched.,320000 (bps),mp3,Not specified,Black-capped Chickadee (Poecile atricapillus); American Goldfinch (Spinus tristis),342346,https://www.xeno-canto.org/342346,United States,Matt Wistrand,Spizelloides arborea_American Tree Sparrow,-88.1756,Not specified,07:34,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC342346.wav,1 (mono)
2,no,amtspa,2 (stereo),11-12-2016,Not specified,10,XC342444.mp3,Not specified,American Tree Sparrow,Not specified,XC342444 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Staffanstorp, Staffanstorp, Skåne län",55.6237,44100 (Hz),call,10 m,I have used the high pass filter in audacity at 3000Hz to remove some disturbing airplane noise. I have also multiplied one single call. This means that the intervals between the calls is inaccurate. This is the first record in Europe for this species.,320000 (bps),mp3,Not specified,,342444,https://www.xeno-canto.org/342444,Sweden,Petter Olsson,Spizelloides arborea_American Tree Sparrow,13.2427,0-3(s),14:00,Petter Olsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC342444.wav,1 (mono)
3,no,amtspa,2 (stereo),11/16/2016,Not specified,6,XC342952.mp3,Not specified,American Tree Sparrow,Not specified,XC342952 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Staffanstorp, Staffanstorp, Skåne län",55.6237,44100 (Hz),call,10 m,First record for Europe.,320000 (bps),mp3,Not specified,,342952,https://www.xeno-canto.org/342952,Sweden,Patrik Åberg,Spizelloides arborea_American Tree Sparrow,13.2427,Not specified,08:31,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC342952.wav,1 (mono)
4,no,amtspa,2 (stereo),11/16/2016,Not specified,18,XC342954.mp3,Not specified,American Tree Sparrow,Not specified,XC342954 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Staffanstorp, Staffanstorp, Skåne län",55.6237,44100 (Hz),call,10 m,First record for Europe.,320000 (bps),mp3,Not specified,,342954,https://www.xeno-canto.org/342954,Sweden,Patrik Åberg,Spizelloides arborea_American Tree Sparrow,13.2427,Not specified,10:28,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC342954.wav,1 (mono)
5,no,amtspa,2 (stereo),12-11-2016,both,14,XC345976.mp3,level,American Tree Sparrow,03-Jan,XC345976 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Boulder, Boulder County, Colorado",40.0417,44100 (Hz),flight call,1600 m,"Calling sequence from an American Tree Sparrow near the boardwalk at Cottonwood Marsh, Walden Ponds, Boulder County. There are 7 flight calls in this cut; the first 4 were giving by the bird while it was perched, and the last 3 were given as the bird was flying away.",219046 (bps),mp3,level,,345976,https://www.xeno-canto.org/345976,United States,Ted Floyd,Spizelloides arborea_American Tree Sparrow,-105.1853,0-3(s),15:34,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC345976.wav,1 (mono)
5,no,amtspa,2 (stereo),12-11-2016,both,0,XC345977.mp3,level,American Tree Sparrow,03-Jan,XC345977 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Walden Ponds, Boulder County, Colorado",40.0439,44100 (Hz),flight call,1600 m,This is a single flight call from XC345976. It is the fourth flight call in the sequence.,242842 (bps),mp3,level,,345977,https://www.xeno-canto.org/345977,United States,Ted Floyd,Spizelloides arborea_American Tree Sparrow,-105.1856,0-3(s),15:34,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC345977.wav,1 (mono)
